AIPPID,Title,AltTitle,Type,Media Identifier,Medium,Location,Artist(s),Date,Dimensions,Marks,Subject,Owner,Condition,References,HistoricalSubject,PublicSpace,Exterior/Interior,RecordCreationDate,Remarks,Latitude,Longitude,In Progress,Deaccessioned
271,Untitled  (Young Boy),,Sculpture,Metal,Painted metal on a stone base,Belmont Mansion,"Wood, Robert & Company, founder",,Sculpture: approx. 48 x 15 1/4 in;  Base: approx. 3 x 20 in,Wood & Perot Phila Founder's mark appears.,A young boy wearing loose coveralls and holding a ring in his proper right hand at about shoulder height.  He is barefoot and his proper right foot is slightly forward.  The figure is painted a dark green color and stands on a rectangular stone base.  Figure male -- Child -- Full length,Belmont University,"Surveyed 1992 November.  Treatment needed.  Surface is painted and paint is not in good condition.  Evidence of guano, pitting, and metallic staining on sculpture.  Evidence of cracks, guano, a granular surface, and spalling on base.","Save Outdoor Sculpture, Tennessee survey, 1992",FALSE,FALSE,TRUE,10/4/00,,,,FALSE,FALSE
272,Dog,,Sculpture,Metal,Painted metal on a stone base,Belmont Mansion,Unknown,,38 x 64 inches,unsigned,"A painted metal statue of a standing dog, possibly a Labrador Retriever.  Animal -- Dog -- Labrador Retriever",Belmont University,"Surveyed 1992 November.  Treatment needed.  Surface is painted and paint is not in good condition.  Evidence of cracks, guano, and metallic staining on sculpture.  Evidence of guano and organic growth on base.","Save Outdoor Sculpture, Tennessee Survey, 1992.",FALSE,FALSE,TRUE,10/4/00,outdoor site,,,FALSE,FALSE
273,Phoenix,,Sculpture,Steel,Sculpture: appears to be sheets of steel and steel tubing:  Base:  brick and concrete.,Belmont University,Unknown,,7 ft 8 in x 76 in x 4 ft 8 in,"(On small bronze plaque, west side:)  Given in memory of Mrs. Martin A Hayes, by her daughter, Mrs. Alber William Johnson (Incised on a concrete plaque on west side of base:) On December 30, 1972 Blanton Hall, which stood on this spot was destroyed by fire.  Immediately, faculty and trustees, students and friends said ""We will bring beauty out of ashes.""  (Incised on a concrete plaque on the south side of base:)  The Phoenix, a mythical bird which would set its nest on fire and die in the flames.  From the ashes, a new and more beautiful Phoenix would arise.  (Incised on a concrete plaque on the east side of the base:)  Through the sacrifices of many, the new structures to the East and West stand as a symbol of courage, service, truth and integrity.","A simplified depiction of a phoenix, with wings spread, atop a pyre.  The pyre consists of steel tubing and cut sheet metal flames rising from a flat plate of steel bolted in one place to the top of the brick pedestal.  The phoenix consists of welded sheets of metal.  The phoenix stands upright with wings spread equally.  Mythology -- Other -- Egyptian   Animal -- Bird",Belmont University,"Surveyed 1992.  Treatment needed.  The sculpture has been painted and the paint is in generally good condition, although the coating on the pyre shows some severe cracking and flaking.  The most severe flaking and peeling is found on the lower parts of the pyre and on the plate which is bolted to the base.  The  bolt is completely rusted.  The sculpture shows signs of an exposed armature and structural instability.  There is also some metallic staining on the sculpture.  Water collects in recessed areas of both the sculpture and the base.  On the base, all four inscriptions plaques show signs of wear, and the north plaque shows signs of previous damage and repair.  The base is missing pieces of brick along the top edge and the masonry is porous in severlal areas throughout.  On the base there is also evidence of an exposed armature, structural instability, cracks and spalling.","Save Outdoor Sculpture, Tennessee survey, 1992.",FALSE,FALSE,TRUE,10/4/00,"base:  5 x 5 x 5 ft
outdoor site",,,FALSE,FALSE
274,Parthenon West Pediment,,Sculpture,Concrete,Concrete over a steel armature,Parthenon,"Kinney, Belle and Scholz, Leopold",1920-1930,Approx.  10 x 110 x 4 ft,,"Pedimental sculpture which depicts the contest between Athena and Poseidon for the honor of being the patron god for the city of Athens.  Athena and Poseidon are portrayed along with other gods and goddesses and horse drawn chariots.  Mythology -- Classical  -- Athena, Mythology -- Classical -- Poseidon, Architecture -- Vehicle -- Carriage","Metro Gov. of Nashville & Davidson Co, Parks & Rec",Surveyed 1992 August.  Treatment needed.  Pieces of the sculpture are missing and metal armature is exposed.  Evidence of a large gray patch under the two main figures.  A wire mesh has been placed over the whole pediment to keep pieces from falling on pedestrians.  Evidence of cracks and guano on sculpture.,"Save Outdoor Sculpture, Tennessee survey, 1992.
Tennessean (Nashville, TN), Sept. 3, 1992, pg. 1D.",TRUE,TRUE,TRUE,10/4/00,"Kinney, Belle, 1890-1959, sculptor
Scholz, Leopold F., 1877-1946, sculptor
Hart, Russel E., architect
The Parthenon in Nashville is a replica of the ancient Greek temple and was opened to the public in 1931.  IAS files contain a related article from Tennessean (Nashville, TN), Sept.3, 1992, which discusses the condition of the piece and plans for restoration.",36.149681,-86.813759,FALSE,FALSE
275,The TVA Group,Industry,Sculpture,Bronze,Hollow bronze on a marble base,Cordell Hull State Office Building,"Mims, Puryear",1951,Sculpture:approx.90 1/2x37 3/4 x 59 in.; Base:approx.52 1/2x72x71 1/2 in.,"(Lower front, proper right:) Puryear Mims/Mazzolini Art Foundry/Yellow Springs, OHIO Restored: 1979 Eleftherios Karkadoulias/Bronze Arts, Cincinnati, OH signed Founder's mark appears.","Three heroic figures representing industry. The tallest figure is a female wearing a shore-sleeved dress and standing at the back of the group. To her proper left and in front of her is a standing young male figure wearing a short-sleeved shirt and trousers. Kneeling in front is a large male figure wearing a stylized helmet and armor. The sculpture is bolted to a stone base which is attached to the building. 
Allegory -- Arts & Sciences -- Industry
Figure group","State of Tennessee, General Services Dept.",Surveyed 1992 October. Well maintained. Sculpture is secured by bolts but appears to be not quite stationary. Sculpture was restored in 1979.,"Save Outdoor Sculpture, Tennessee survey, 1992.",FALSE,TRUE,TRUE,11/29/00,"Mims, Puryear, 1906-1975, sculptor.
Mazzolini Art Foundry, founder.",36.167017,-86.783431,FALSE,FALSE
276,The Mountain Group,Pioneer Family,Sculpture,Bronze,Hollow bronze on a marble base.,Cordell Hull State Office Building,"Mims, Puryear",1951,Approx. 84 1/2 x 30 x 68 in.,"(Lower front, proper right:) Puryear Mims/Mazzolini Art Foundry/Yellow Springs, OHIO Restored: 1979 Eleftherios Karkadoulias/Bronze Arts, Cincinnati, OH signed Founder's mark appears.","A stylized depiction of three heroic pioneer figures wearing buckskin clothing. A youth stands in front wearing a cap, tunic, trousers, mocasins, and holding a hunting knife in his proper right hand. He looks to the proper right and steps forward onto his proper left leg. His proper left foot extends slightly beyond the edge of the plinth. Behind him stands an older and taller male figure, also wearing buckskin clothing. He steps forward on his proper right foot and wears a hunting knife in his belt. Behind him stands a woman wearing a knee length dress and stepping forward on her proper right foot. The figure group stands on rectangular plinth.
Figure group -- Family
History -- United States -- Westward Expansion
Occupation -- Hunter
Dress -- Historic -- Pioneer Dress
Object -- Weapon -- Knife","State of Tennessee, General Services Dept.",Surveyed 1992 October. Well maintained. Three bolts missing from base. The sculpture was restored in 1979.,"Save Outdoor Sculpture, Tennessee survey, 1992.",TRUE,TRUE,TRUE,11/29/00,"Mims, Puryear, 1906-1975, sculptor.
Mazzolini Art Foundry, founder.",36.166688,-86.783216,FALSE,FALSE
277,The Equestrian Group,Soldier and Farmer,Sculpture,Bronze,Bronze on a stone base.,Cordell Hull State Office Building,"Mims, Puryear",1952,Approx. 118 x 70 x 38 in.,"(Lower front, proper right:) Puryear Mims/Mazzolini Art Foundry  Restored: 1979 Eleftherios Karkadoulias/Bronze Arts, Cincinnati, OH signed Founder's mark appears.","A soldier in a uniform on a horse looking down at a farmer standing to his proper right. The farmer wears overalls, a shirt with a collar and rolled up sleeves, and knee-high boots. The soldier wears a double-breasted jacket with a belt, gloves and a beard and moustache. He is turned to the proper left and looks down at the farmer. His proper right hand is on the back of rthe horse and his proper left hand holds the horse's reins. The  horse looks straight ahead. The figure group stands on flat plinth on a stone base attached to the building.
Occupation -- Military -- Soldier; Occupation -- Farm; Figure group -- Male
Equestrian; Animal -- Horse; Dress -- Uniform -- Military Uniform","State of Tennessee, General Services Dept.",Surveyed 1992 October. Well maintained. Sculpture was restored in 1979.,"Save Outdoor Sculpture, Tennessee survey, 1992.",FALSE,TRUE,TRUE,11/29/00,"Mims, Puryera, 1906-1975, sculptor.
Mazzolini Art Foundry, founder.",36.16732,-86.783645,FALSE,FALSE
279,Cenotaph,,Relief,Granite,Granite on concrete base.,Disciples of Christ Historical Society,"Mims, Puryear",,Sculpture: approx. 82 x 27 x 27 in.: Base: approx. 38 x 48 1/2 x 48 1/2 in.,"(Beneath Alexander Campbell:) ALEXANDER CAMPBELL/1788-1866/COLLEGES AND CHURCHES/GO HAND IN HAND IN THE/PROGRESS OF CHRISTIAN/CIVILIZATION/THE SPIRIT AND SOUL OF/ALL REFORMATION IS FREE/DISCUSSION 
(Beneath Stone:) BARTON WARREN STONE/1722-1844/LET THE UNITY OF/ CHRISTIANS BE OUR/POLAR STAR/LET EVERY CHRISTIAN/BEGIN THE WORK OF/UNION IN HIMSELF
(Beneath Scott:) WALTER SCOTT/ 1796-1861/THE GOLDEN ORACLE:/THE GRAND SAVING TRUTH/IS, THAT 'JESUS IS THE CHRIST'/THE TERMS OF THE ANCIENT/ GOSPEL: FAITH, REPENTANCE,/BAPTISM, REMISSION OF SINS,/GIFT OF THE HOLY SPIRIT 
(Beneath Thomas Campbell:) THOMAS CAMPBELL/ 1763-1854/THE CHURCH OF CHRIST/UPON EARTH IS ESSENTIALLY,/ INTENTIONALLY, AND/CONSTITUTIONALLY ONE/WHERE THE SCRIPTURES/SPEAK, WE SPEAK;/WHERE THE SCRIPTURES/ARE SILENT, WE ARE SILENT 
unsigned","A four-sided, cenotaph with a relief portrait bust on each side. The busts are of Alexander Campbell, Barton Warren Stone, Walter Scott, and Thomas Campbell. In each portrait the sitter looks straight ahead and wears a jacket, high-neck shirt, and ascot or tie. Beneath each portrait is an inscription. The central column rests on a two-step octagonal base. At the top of the column is an urn-shaped element.
Portrait male -- Campbell, Alexander -- Bust
Portrait male -- Stone, Barton Warren -- Bust
Portrait male -- Scott, Walter -- Bust
Portrait male -- Campbell, Thomas -- Bust
Occupation -- Religion -- Clergy",Disciples of Christ Historical Society,Surveyed 1992 November.  Well maintained.,"Save Outdoor Sculpture, Tennessee survey, 1992.
Holder, Philancy, ""Thomas Puryear Mims,"" Nashville: Tennessee Botanical Gardens & Fine Arts Center, 1977.",TRUE,FALSE,TRUE,11/29/00,"Mims, Puryear, 1906-1975, sculptor.",,,FALSE,FALSE
280,Dragon Wall Mural,,Mural,Unknown,,Corner of 21st Ave S and Belcourt Ave,"Glick, David and Randolph, Adam",1995,,,"A colorful dragon in shades of red, yellow, green, and blue twisting along the side of a building.",,,http://www.examiner.com/article/history-of-the-making-of-the-hillsboro-village-dragon-mural-on-belcourt-avenue,FALSE,FALSE,TRUE,3/6/01,Created in 1995 over three weekends with the help of elementary school students and parents from a nearby school. The tenant of the building at the time requested the project. The paint was donated by a local hardware store and the artists only received $500 each in gift cards to local establishments. The piece was inspired partially by the mosaic Serpent in Fannie Mae Dee Park.,36.136695,-86.801096,FALSE,FALSE
282,Confederate Memorial,,Sculpture,Marble,Marble on barre granite,Mount Olivet Cemetery,"Nicoli, Carlo",1889,Sculpture: approx. H 9 ft 2 in; Base: approx. 36 ft 4in x 16 ft x 16 ft,"(Upper part of base:) Confederate Memorial (On front, west side of base:) This shaft honors the valor, devotion, and sacrifice unto death of Confererate soldiers of Tennessee. The winds of heaven kissing its sides hymn an everlasting requiem in memory of the unreturning brave. (On rear, east side of base:) Erected through the efforts of women of the State, in admiration of the chivalry of men who fought in defense of home and fireside, and in their fall sealied a title to unfading affection. (On north, right side of base:) In the magnanimous judgement of mankind, who gives up life under a sense of duty to a public cause deemed just, is a hero. (On south, left side of base:) The muster-roll of our dauntless dead is lost, and their dust dispersed on many fields. This column sentinels each soldier grave as a shrine. (On each side of shaft:) C.S.A.","Figure of a Confederate soldier standing at parade rest. He wears a uniform which includes a long coat and a brimmed hat. He holds the barrel of a rifle with both hands. The butt of the rifle rests on the plinth at his feet. His proper left foot is slightly forward an slightly bent. He wears a cartridge box with the monogram C..A. and a canteen hanging from his shulder. The soldier stands atop a tall shaft with three bottom steps and three bottom tiers. A Confederate battle flag with a broken shaft is carved in relief around the shaft.
History-- United States -- Civil War
Occupation -- Military -- Soldier
Dress - Uniform -- Military Uniform
Object -- Weapon -- Gun",Mount Olivet Cemetery,Surveyed 1992 August. Well maintained. Evidence of black crusts on sculpture.,"Save Outdoor Sculpture, Tennessee survey, 1992.",TRUE,FALSE,TRUE,3/13/01,"IAS files contain a related article from Civil War Centennial Commission of Tennessee. ""Directory of Civil War Monuments and Memorials in Tennessee,"" Nashville, 1963, pg. 14.",,,FALSE,FALSE
283,Chet Atkins Statue,,Sculpture,Bronze,"Sculpture, bronze stool and guitar, on a granite plynth.",Bank of America,"Faxon, Russell",2000,,Artist's signature and date,A sculpture of a young Chet Atkins seated on a stool and playing the guitar.,Bank of America,good,"Bostick, Alan., ""Grab a Seat Next to Chet.""  The Tennessean.  January 13, 2000.",TRUE,TRUE,TRUE,7/3/01,"Chet Atkins (1924-2001) lived in Nashville as a guitarist and record producer. He was famous for developing the ""Nashville Sound"" of country music in the 1950s, which is influenced by the smooth style of pop music.",36.164658,-86.781019,FALSE,FALSE
284,Arpeggio,,Sculpture,Fiber Optic,Linear Emitting Fiber (a fiber optic material); Four spiral intertwining forms that capture and emit light using LED fiber optic Linear Emitting Material,Nashville International Airport,"Hayden, Michael",2000,134' long,,Four spirals that create helixes spread above the third floor of the short-term parking garage atrium at the airport.,Nashville International Airport,good,"Press Release: Arts in the Airport
Airport Newsletter: Lumetric Symphony Fills Garage without Sound",FALSE,TRUE,TRUE,7/3/01,,36.131728,-86.668281,FALSE,FALSE
286,Bronze Front Library Doors,,Relief,Bronze,Bronze,Nashville Public Library - Main,"LeQuire, Alan",2001,Full size of doors,,Images of local people as well as Tennessee animals and plants are incorporated into the three pair of grand scale double doors.  The 16 panels on the East and West doors show the plants and animals.,Nashville Public Library,Good,Research for Library Public Art Brochure Copy,FALSE,TRUE,TRUE,7/9/01,The 8 panels in the Central Pair of Doors convey the importance of reading by depicting a  widely diverse group of adults and children enjoying books or using a computer. The artist's intent was to humanize the library entry experience by creating a work that children and adults could touch and view at pedestrian scale.,36.162368,-86.782044,FALSE,FALSE
287,Foliated Scroll Decorative Panels,,Frieze,Aluminum,Cast aluminum,Nashville Public Library - Main,"Bloomer, Kent",2001,Eight 10' scrolls,,"Composed of an undulating ""palmette"" and spiral repetition with leaves, flowers, and scrolls.  It is situated 40 feet off the ground below the windows on the library's North façade.",Nashville Public Library,good,Research for the Library Public Art Brochure Copy,TRUE,TRUE,TRUE,7/9/01,A contemporary adaptation of a classical foliated scroll motif.  Inspired by 19th century Beaux Arts students picturing ornament from the ancient temple of Jupiter.,36.162422,-86.781919,FALSE,FALSE
288,"Nashville, a History through Maps and Aerial Views",,Mural,Oil,Oil on Canvas,Nashville Public Library - Main,"Haas, Richard",2001,8 murals,,Eight scenes showing the development of Nashville from 1800 to 2001. The mural culminates in a half medallion above the entry doors.,Nashville Public Library,good,Research for the Library Public Art Brochure Copy,TRUE,TRUE,FALSE,7/9/01,Inspired by The Gallery of Maps in the Vatican commissioned in 1580 by Pope Gregory XIII.,,,FALSE,FALSE
289,A Story of Nashville,,Frieze,Copper,Hammered copper repousse,Nashville Public Library - Main,"Ridley, Greg",2001,Varied,,"Inside the Grand Reading Room, this is a series of 80 hammered copper panels within the top of the book stacks that tell a linear story of Nashville's history from its pre-settlement period to present day.",Nashville Public Library,good,http://www.library.nashville.org/artgallery/art_ridley_copperpanels.asp,TRUE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
290,Children's Chairs For The Seasons,,Furniture,Wood,Wood and paint,Nashville Public Library - Main,"McGraw, Deloss",2001,Childsize,Poetry by W.D. Snodgross,8 chairs carved to depict the four seasons.,Nashville Public Library,good,http://www.library.nashville.org/artgallery/art_libraryartarchitecture.asp,FALSE,TRUE,FALSE,7/9/01,The artist painted and drew on the carved figures of characters depicted through art and poetry. McGraw collaborated with W.D. Snodgross to create appropriate poetry for the chairs.,,,FALSE,FALSE
291,The Prince,,Mobile,Mixed Media,"Heavy guage aluminum wire, hand-tailored clothes",Nashville Public Library - Main,"Outlaw, Adrienne",2001,,,"The Little Prince
Outlaw hung a whimsical mobile under a painting of a spiral galaxy.  Two characters hang from either end: the Little Prince and the businessman.  At the Prince's end, colored glass stars twirl around a small, finely embroidered, white silk sculpture of a boy (the prince).  On the other end, a large, white man's suit sits at a table.  A st of star's twinkles behind his back.  The man would not recognize the little prince's drawing as a boa constrictor swallowing a snake but would only see a hat.  Outlaw drew from Antoine de Saint-Exupery's ""The Little Prince"" to address her theme ""What is essential is invisible to the eye.""",Nashville Public Library,good,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
292,"Tile on Reception Desk, Restrooms, Kitchen",,Mosaic,Ceramic Tile,,Warner Park Nature Center,"Shimmin, Mimi",1998,estimated 10 ft by 4 ft,,"Theme: multicolored leaves and animals.  Shimmin wanted visitors to feels as though once the door had opened, the wind and the leaves blew them in.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
293,Wooden Benches,,Furniture,Wood,Benches are made out of native species of wood that can be found on the grounds.,Warner Park Nature Center,"Hood, Vic",1999,"varied, but about 6 feet long",,benches,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",good,,FALSE,TRUE,TRUE,7/9/01,,,,FALSE,FALSE
294,Wetlands Murals in Restrooms,,Mural,Paint,,Warner Park Nature Center,"Tupper, Kathy",1999-2000,"12 feet long, 6 feet tall",signed by artist,"The women's restroom contains a mural depicting spring and summer, while the men's restroom depicts fall and winter.  The seasonal changes in the wetlands are shown.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",good,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
295,Walnut Table,,Furniture,Wood,Walnut,Warner Park Nature Center,"Lawson, Harry",1999,about four feet tall and long,,a table.  The wood was donated by Ruth Warner,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",good,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
296,Hawk Weathervane,,Weathervane,Copper,,Warner Park Nature Center,"McDonald, Joe",1999,about 5 1/2 feet,in memory of John H. Parrish,a weathervane depicting a red tailed hawk on top of the outside of the building.,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,TRUE,7/9/01,,,,FALSE,FALSE
297,Fireplace Screen,,Furniture,Copper,,Warner Park Nature Center,"Merry, Keith",1999,4 ft by 4ft,,the fireplace screen using the lattice from the 1920 Church Street Trolley Bridge,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
298,Baby Warner,Sculpture at the Dorothy Cate Frist Pond,Sculpture,Bronze,,Warner Park Nature Center,"Kihle, Michael",1999,about 3 ft tall,,"a little boy who has seen the pond and is excited, walking towards it.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,TRUE,7/9/01,,,,FALSE,FALSE
299,"Figure of a Lion, #2",,Sculpture,Bronze,,Warner Park Nature Center,"Billingsley, Cindy",2000,varied,,"a bluebird, a dragonfly, a frog, a butterfly, a praying mantis, a bloodroot wildflower","Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,TRUE,7/9/01,,,,FALSE,FALSE
300,Stonework on the Outdoor Signage,,Sculpture,Stone,native limestone,Warner Park Nature Center,"Johnsen, Patrick",2000,,names of buildings,three stacks of limestone; one per building; with the building's name etched into it.,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",good,,FALSE,TRUE,TRUE,7/9/01,,,,FALSE,FALSE
301,Spiderweb Mobile,,Mobile,Metal,"three parts: metal, crystal, and silk",Warner Park Nature Center,"Outlaw, Adrienne",2000,,,"there are two webs, one made by a funnel web spider and one made out of an orb weaver spider.  The orb weaver spider has crystal beads on it, resembling dew.  The egg case is made out of silk.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
302,Tile Mosaid in Amphitheater,,Mosaic,Ceramic Tile,,Warner Park Nature Center,"Davidson, Bernice",1998,"each tile is 4 inches by 4 inches, and there are 28 tiles",,"16 tiles demonstrating the phases of the sun, 8 tiles demonstrating the phases of the moon, and four tiles depicting the seasons on earth","Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,FALSE,TRUE,FALSE,7/9/01,,,,FALSE,FALSE
303,La Storia della Terra,The Story of the Earth,Sculpture,Stone,"Granite, marble, quartz",Nashville Public Library - Main,The Kubach-Wilmsen Team,2001,20'H,,"A 20 foot tower of stone books. There are 26 books, one for each letter of the alphabet. Stones are from five continents.",Nashville Public Library,New,,FALSE,TRUE,TRUE,7/11/01,"Commissioned by Judy and Noah Liff. Created near Mainz, Germany.",36.162046,-86.781945,FALSE,FALSE
305,World Wall For Peace,Wall of Peace at Sevier,Mural,Ceramic Tile,"6""x6"" square frost resistant tiles, painted with underglaze and fired",Sevier Park Community Center,"Ferre, Whitney",1998,8'H x 24'L,,"Part of the national project ""World Wall for Peace"", tiles are painted by the community and installed in various cities around the world.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",Good,,FALSE,TRUE,TRUE,7/24/01,"Coordinator: Whitney Ferre' at the Creative Fitness Center (383-9119)
A tile mural with tiles done by children and others)",36.118391,-86.788426,FALSE,FALSE
306,A Splash of Color,,Sculpture,Mixed Media,"Steel, brick, wood, and fabric; frostproof ceramic tile",Watkins Park Community Center,"Doug Stevenson, Ronnica Stanley, ROFF (Lynn Harroff)",2000,,,"Painted wooden hoop dancer on a twenty foot pole, with nylon streamers on hoop, surrounded by a brick planter, located in front of building.
Wooden figures with streamers along south wall of building.
Mosaic tile front building entrance.","Metro Gov. of Nashville & Davidson Co, Parks & Rec",New,Metro Department of Parks & Recreation,FALSE,TRUE,TRUE,8/1/01,"Anna Betty (862-8439) - Art Coordinator
Children from Watkins Park assisted
Grant funds from Nashville Predators Foundation
Grant funds from MDHA",,,FALSE,FALSE
307,Rolling Hills Mural,,Mural,Acrylic,Acrylic on canvas,Hermitage Branch Library,"Ulibarri, Jerry",2000,"North Wall/Children Services 18'9""x5' high; See Remarks for more info",,Landscapes typical to the Nashville area Wbe Site Address:,Nashville Public Library,Good,,FALSE,TRUE,FALSE,8/20/01,"East Wall/Children Services - 8'5"" x 5' high
South Wall - 20'5"" x 4'10""
North Wall/Story Telling - 17'3"" x 4'10"" high
East Wall/Story Telling - 8' x 4'10""",36.178024,-86.616141,FALSE,FALSE
308,Owen Bradley,,Sculpture,Bronze,Bronze sculpture on a pedestal of concrete pavers.,Owen Bradley Park,"Smith, Gary Ernest",1999,9'W x 5'D x 4.5'H,"Near the sculpture there is a half circle wall of brick with limestone cap and band. The limestone cap includes biographical information about Owen Bradley and the band lists songs and artists he produced:
Owen Bradley (1915-1998) A gifted pianist, arranger, composer and record producer, Owen Bradley is recognized as one of the architects of the world-famous ""Nashville Sound.""  His humility, honesty and integrity made him a father figure for the entire Nashville music industry; he became a role model for all who have followed him.",,"Metro Gov. of Nashville & Davidson Co, Parks & Rec",,,TRUE,TRUE,TRUE,9/7/01,"October 19, 1999 - sculpture was unveiled and dedicated at the Owen Bradley Park on Music Row. Following the dedication, the sculpture had a temporary home in the Presidential Lobby of the Opryland Hotel until construction of the Music Row Roundabout/streetscape and renovation of the Owen Bradley Park were completed and dedicated March 9, 2001.
Bronze sculpture was fabricated at Metal Letters foundry in Lehi, Utah.
As a part of this research in preparing the sculpture, the artist obtained clothing items from Owen Bradley's family including shoes, hat and lapel pins as well as videos and still photographs. Smith chose to portray Owen Bradley at approximately age 50 and located a model of similar size to sit for the initial clay model. The artist is preparing for the Bradley family a video of the entire process of producing the sculpture.",36.151825,-86.791817,FALSE,FALSE
313,Ghost Ballet for the East Bank Machineworks,,Sculpture,Steel,"Steel, neon, aluminum, industrial metals",East Bank Greenway,"Aycock, Alice",2007,100'W x 100'H x 60'D,,Curved red trusses that appear to create a sphere sitting on top of a crane base once used to launch barges. There is a red turbine whirlwind on the ground below.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/20/12,"This piece is a representation of the transformation of the East Bank from an industrial area to an area for recreation and play. The trusses and crane base show the past industrial use of the area, while the circular and changing motion represents the transformation of the area.",36.164314,-86.76936,FALSE,FALSE
314,The Riders,,Bike Rack,Steel,Tube Steel,Shelby Street Pedestrian Bridge,"Conley, Seth",2010,"8'3""w x 5'6""h x 1""d",,,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"When bikes are placed parallel to the rack, the riders will look like they are riding the bikes.",36.164314,-86.76936,FALSE,FALSE
315,Emerge,,Bike Rack,Concrete,Polished concrete base with stainless steel curved bar,Church Street Park,"Young, Matt",2010,4'w x 3'h x 1'd,,A padlock emerging from the ground,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,,36.162449,-86.781913,FALSE,FALSE
316,The Capital,,Bike Rack,Steel,Stainless Steel,Nashville Farmers' Market,"Tidwell, Luke",2010,3' diameter x 3.5'd,,A circular rack with three circumscribed chain-ring circles with stars,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,This rack symbolizes Nashville's civic identity through inspiration from the state flag with the,36.170499,-86.788966,FALSE,FALSE
317,Corn and Tomatoes,,Bike Rack,Steel,"Mild steel and steel pipe, acrylic and powder coat",Nashville Farmers' Market,"Easter, Paige & Goostree, Dan",2010,"Corn: 7'3""h x 4'8""w x 7'6""d; Tomato: 3'3""h x 3'9""w x 10'l",,Depiction of corn stalks and a tomato slices,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,This rack highlights the fresh fruits and vegetables found at the Nashville Farmer's Market,36.170885,-86.788364,FALSE,FALSE
318,Banjo,,Bike Rack,Steel,"Mild steel, powder coat",Fulton Complex,"Howse, Ric",2010,"4'11""h x 2'5""w x 1""d",,A black sculptural banjo maintaining functionality for bikes,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"This rack reflects the rich musical history, tradition, and culture of the Nashville area",36.153175,-86.768515,FALSE,FALSE
319,Bicycle Copse,,Bike Rack,Steel,Stainless Steel,401 Commerce Street,"Doak, Anice",2010,11.5'h x 12'w x 6'd,,Eight stainless steel bars slightly twisted and joined at the top.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"This rack represents a copse of trees found in nature, offering visual and spacial shelter in a bare sidewalk-scape.",36.162003,-86.778915,FALSE,FALSE
320,Microphone,,Bike Rack,Steel,"Steel and stainless steel, powder coat",Demonbruen Roundabout,"Harmon, Keith; Hill, Mac; & Lee, Franne",2010,10'h x 5'w x 10'l,,A microphone with a spiraled cord to lock bikes to ending with a plug into the ground,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"At the roundabout by Music Row, this rack highlights the muscial tradition of Nashville",36.152393,-86.791351,FALSE,FALSE
322,Continuum,,Mobile,Mixed Media,Acrylic on transparent tiles; some photographs,Goodlettsville Public Library,"McGee, Carrie",2011,14' diameter,,A series of 18 tiles printed with photographs or rust impressions of subjects meaningful to the local area,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,FALSE,4/23/12,The piece is above the information desk at the library and illuminates the rich history of Goodlettsville. The tiles represent pages and the information and history that can be found within the library. The artist created a companion book to more fully explain the piece and the history behind each tile.,36.314158,-86.709765,FALSE,FALSE
323,Seasons from a Bird's Eye View,,Mosaic,Stone,Tile and stone mosaic,Goodlettsville Public Library,"Easter, Paige & Goostree, Dan",2011,3 walls approx. 35'l x 6'd,,,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,,36.313942,-86.710571,FALSE,FALSE
